geography,Household Deprivation: Household is not deprived in any dimension; measures: Value,Household Deprivation: Household is deprived in 1 dimension; measures: Value,Household Deprivation: Household is deprived in 2 dimensions; measures: Value,Household Deprivation: Household is deprived in 3 dimensions; measures: Value,Household Deprivation: Household is deprived in 4 dimensions; measures: Value
HP20 2,1055,1044,563,155,14
HP21 7,2025,1275,561,109,15
HP21 8,1973,1661,1082,281,35
HP21 9,2237,1502,514,99,9
HP22 4,1271,582,214,32,2
HP22 5,3014,1555,567,76,8
HP22 6,1395,750,399,55,2
HP23 4,1390,701,229,42,9
HP23 5,1820,978,432,77,7
HP23 6,848,412,177,35,7
HP27 0,1377,828,407,71,5
HP27 9,1325,752,297,37,4
HP3  0,1719,888,337,33,3
HP3  8,1784,1309,620,129,9
HP3  9,2791,1790,985,252,21
HP4  1,1824,787,267,42,3
HP4  2,2004,940,330,51,2
HP4  3,2213,1103,485,82,4
HP5  1,1450,917,400,93,12
HP5  2,2226,1391,717,167,20
HP5  3,1554,879,396,74,10
HP6  5,1410,674,204,34,0
HP6  6,1803,936,421,65,7
HP7  0,1029,543,211,33,6
HP7  9,1495,756,269,55,3
HP8  4,1663,780,208,28,2
HP9  1,2115,1036,351,53,3
HP9  2,1997,829,283,52,3
HR1  1,2634,1849,979,206,23
HR1  2,1000,891,556,128,18
HR1  3,1246,860,370,74,5
HR1  4,1345,794,317,63,2
HR2  0,797,678,319,52,5
HR2  6,1509,1114,626,173,16
HR2  7,2214,2225,1542,446,45
HR2  8,948,698,293,57,6
HR2  9,1029,831,443,78,6
HR3  5,1058,735,353,60,5
HR3  6,629,426,205,30,1
HR4  0,2116,1533,847,200,16
HR4  7,1044,798,373,68,3
HR4  8,1222,821,349,84,5
HR4  9,1429,1252,750,194,19
HR5  3,858,693,384,86,9
HR6  0,897,652,282,69,7
HR6  8,1662,1691,1053,307,24
HR6  9,1058,778,361,66,1
HR7  4,1293,1079,638,116,5
HR8  1,960,662,312,58,2
HR8  2,1920,1372,702,133,10
HR9  5,1441,1039,518,90,8
HR9  6,923,619,273,47,4
HR9  7,1739,1489,779,162,14
HU1  1,203,241,137,46,9
HU1  2,433,477,316,121,15
HU1  3,45,69,8,2,0
HU10 6,2226,1529,803,111,8
HU10 7,1854,1077,443,44,2
HU11 4,1485,1209,713,118,5
HU11 5,771,502,292,42,2
HU12 0,952,733,504,99,6
HU12 8,2195,1580,891,137,12
HU12 9,1852,1215,594,99,2
HU13 0,1621,945,443,75,9
HU13 9,1522,1018,559,111,3
HU14 3,2011,1066,360,30,0
HU15 1,3137,1426,478,61,5
HU15 2,2328,1499,692,87,4
HU16 4,1593,977,399,52,1
HU16 5,1760,1308,714,108,7
HU17 0,2161,1449,803,170,22
HU17 5,579,389,173,11,0
HU17 7,2086,1103,397,32,2
HU17 8,2918,1330,517,75,2
HU17 9,2301,1391,675,133,14
HU18 1,1499,1400,800,175,12
HU19 2,909,1066,868,235,20
HU2  0,82,176,180,88,10
HU2  8,305,373,205,90,11
HU2  9,120,228,192,101,9
HU20 3,218,140,59,5,0
HU3  1,838,1068,879,373,38
HU3  2,561,953,888,388,52
HU3  3,386,727,676,257,27
HU3  5,247,425,391,162,19
HU3  6,1136,1192,924,283,38
HU4  6,1909,1760,1480,391,23
HU4  7,1700,1498,1105,310,26
HU5  1,765,800,539,168,18
HU5  2,1479,1403,745,222,27
HU5  3,2151,1487,734,211,19
HU5  4,1711,1201,763,152,7
HU5  5,3114,2686,1790,412,29
HU6  0,101,79,37,3,0
HU6  7,2150,1730,791,175,11
HU6  8,1122,1308,1162,394,37
HU6  9,983,1611,1647,713,60
HU7  0,419,258,118,23,2
HU7  3,1666,658,255,64,2
HU7  4,3086,3337,2412,772,43
HU7  5,519,662,542,219,21
HU7  6,614,733,554,183,9
HU8  0,1511,1291,877,206,10
HU8  7,295,348,322,131,14
HU8  8,1543,1253,793,257,22
HU8  9,2258,2013,1522,435,30
HU9  1,1119,670,363,116,13
HU9  2,855,930,752,275,15
HU9  3,1379,1423,1225,295,13
HU9  4,1365,1882,1874,618,44
HU9  5,689,1169,1140,450,29
HX1  1,46,113,138,69,10
HX1  2,838,686,367,121,25
HX1  3,833,892,714,232,29
HX1  4,496,787,741,284,36
HX1  5,243,521,497,187,30
HX2  0,1510,1299,825,180,13
HX2  6,1089,616,350,84,6
HX2  7,1259,894,506,79,3
HX2  8,799,981,877,305,34
HX2  9,1607,1220,793,156,17
HX3  0,1695,1031,428,103,4
HX3  5,1150,1152,826,292,17
HX3  6,1113,1069,688,237,21
HX3  7,2242,1262,561,113,5
HX3  8,1597,985,468,113,16
HX3  9,1304,1028,609,168,11
HX4  0,421,184,75,13,0
HX4  8,1401,812,438,86,7
HX4  9,918,478,272,81,9
HX5  0,910,888,669,173,15
HX5  9,880,628,318,112,12
HX6  1,664,553,453,137,12
HX6  2,1214,922,572,194,31
HX6  3,732,389,208,52,9
HX6  4,1287,575,270,49,4
HX7  5,980,693,399,97,6
HX7  6,517,323,175,59,7
HX7  7,635,334,156,29,1
HX7  8,911,558,245,54,4
IG1  1,1084,1670,1098,383,41
IG1  2,1614,2351,1563,585,73
IG1  3,1886,2101,1175,353,51
IG1  4,1399,1554,886,249,39
IG10 1,1438,839,351,52,6
IG10 2,1451,1309,911,266,34
IG10 3,1874,1548,880,194,17
IG10 4,1114,595,240,30,2
IG11 0,1025,1267,932,324,39
IG11 7,1349,2318,1572,603,103
IG11 8,702,1203,741,286,42
IG11 9,2225,2379,1621,432,45
IG2  6,1799,1757,1029,200,14
IG2  7,1738,1783,998,267,33
IG3  8,1658,2072,1275,388,48
IG3  9,2058,2132,1221,345,32
IG4  5,1093,1000,537,95,9
IG5  0,2210,2072,1258,251,23
IG6  1,1054,1075,687,145,12
IG6  2,1772,1590,951,258,28
IG6  3,899,949,661,225,29
IG7  4,977,977,776,269,21
IG7  5,1441,1093,528,104,14
IG7  6,842,552,267,50,5
IG8  0,1870,1053,423,52,5
IG8  7,1526,1210,718,209,31
IG8  8,1443,1086,582,148,9
IG8  9,1747,1082,637,164,18
IG9  5,1767,1041,382,57,4
IG9  6,1109,698,369,89,4
IP1  1,102,143,81,16,4
IP1  2,639,962,735,277,35
IP1  3,720,440,203,78,12
IP1  4,1634,1161,566,153,21
IP1  5,1473,1319,838,262,20
IP1  6,1740,1698,1179,273,23
IP10 0,658,439,185,43,1
IP11 0,986,824,397,83,8
IP11 2,1231,1408,959,253,20
IP11 7,1246,1059,523,90,13
IP11 9,1606,1445,814,137,6
IP12 1,1630,998,452,76,6
IP12 2,1168,802,284,43,5
IP12 3,848,546,217,42,4
IP12 4,1546,1117,511,90,4
IP13 0,770,542,308,57,4
IP13 6,1065,587,244,24,0
IP13 7,696,386,159,32,0
IP13 8,484,321,133,19,1
IP13 9,782,569,292,40,1
IP14 1,1753,1390,824,143,7
IP14 2,1191,884,507,106,7
IP14 3,844,615,341,47,5
IP14 4,1110,822,443,72,4
IP14 5,1987,981,399,69,8
IP14 6,848,555,266,47,1
IP15 5,545,538,196,34,3
IP16 4,1212,1034,544,120,10
IP17 1,1225,998,495,113,6
IP17 2,492,397,200,35,6
IP17 3,407,336,137,25,0
IP18 6,892,723,380,54,1
IP19 0,462,361,160,16,1
IP19 8,1068,1017,620,95,7
IP19 9,428,286,135,32,1
IP2  0,1247,1416,1053,302,25
IP2  8,1243,1100,759,304,22
IP2  9,2273,2184,1386,411,42
IP20 0,501,394,153,22,2
IP20 9,992,870,503,82,5
IP21 4,1263,930,495,72,7
IP21 5,965,704,358,38,4
IP22 1,1130,774,317,55,1
IP22 2,1024,812,368,62,1
IP22 4,1472,1416,843,144,13
IP22 5,515,361,217,24,2
IP23 7,871,587,317,59,6
IP23 8,578,347,132,22,1
IP24 1,1385,1422,854,231,17
IP24 2,1728,1458,674,125,10
IP24 3,1012,1186,754,217,26
IP25 6,1638,1728,1027,176,24
IP25 7,1155,1034,605,90,5
IP26 4,871,848,461,82,4
IP26 5,587,500,295,57,1
IP27 0,1662,1920,1183,204,15
IP27 9,960,1178,489,67,3
IP28 6,1120,757,346,41,1
IP28 7,1430,1537,800,146,23
IP28 8,1825,1564,494,94,2
IP29 4,933,611,251,31,0
IP29 5,973,628,268,30,1
IP3  0,1625,1525,923,280,22
IP3  8,2436,1686,815,180,14
IP3  9,1875,1582,1113,308,23
IP30 0,885,586,256,42,0
IP30 9,1982,1226,589,81,2
IP31 1,1154,700,298,54,3
IP31 2,1604,1045,551,55,3
IP31 3,1546,889,368,50,2
IP32 6,1378,1321,814,196,14
IP32 7,2042,944,264,46,10
IP33 1,1030,807,403,129,9
IP33 2,1975,1471,571,94,8
IP33 3,2155,1507,848,195,15
IP4  1,606,622,298,88,16
IP4  2,1754,1048,570,186,24
IP4  3,884,669,507,99,0
IP4  4,1649,940,524,88,5
IP4  5,2522,1599,724,131,8
IP5  1,1018,887,518,70,4
IP5  2,2399,1034,335,67,4
IP5  3,855,548,242,35,0
IP6  0,1128,758,369,48,3
IP6  8,1250,945,510,100,3
IP6  9,969,564,240,38,0
IP7  5,1322,942,506,84,1
IP7  6,1013,621,231,43,2
IP7  7,969,564,294,31,1
IP8  3,1644,860,351,67,2
IP8  4,833,611,366,52,2
IP9  1,869,635,274,33,4
IP9  2,1510,871,385,41,2
KT1  1,253,155,43,9,3
KT1  2,1771,1126,544,143,24
KT1  3,1952,1483,848,285,25
KT1  4,741,480,212,48,10
KT10 0,2136,1086,401,48,2
KT10 8,1437,644,233,55,4
KT10 9,1222,511,121,13,3
KT11 1,587,392,215,57,6
KT11 2,2129,868,310,53,8
KT11 3,700,304,93,12,2
KT12 1,1087,614,201,45,8
KT12 2,2575,1515,726,165,20
KT12 3,1716,918,392,66,8
KT12 4,1022,814,430,106,9
KT12 5,1722,777,328,49,5
KT13 0,1759,715,173,31,2
KT13 8,1772,939,396,88,11
KT13 9,2007,903,247,33,6
KT14 6,1397,674,222,26,1
KT14 7,1608,997,479,84,6
KT15 1,1938,1317,656,117,12
KT15 2,1637,1284,680,116,12
KT15 3,1970,1173,512,87,4
KT16 0,1287,776,274,31,6
KT16 8,1298,882,480,113,14
KT16 9,1172,1000,525,124,17
KT17 1,1205,752,321,60,8
KT17 2,1697,920,315,33,4
KT17 3,885,442,122,7,0
KT17 4,1431,771,300,50,6
KT18 5,1669,1045,507,109,21
KT18 6,498,223,78,12,1
KT18 7,1678,925,419,71,5
KT19 0,1790,1214,498,56,6
KT19 7,427,168,49,9,0
KT19 8,1631,908,388,82,6
KT19 9,2726,2009,976,224,28
KT2  5,3276,1631,580,136,13
KT2  6,1884,912,398,143,19
KT2  7,1581,916,302,52,9
KT20 5,2027,1373,609,121,9
KT20 6,1303,723,236,44,5
KT20 7,961,718,293,53,3
KT21 1,1337,697,222,26,1
KT21 2,1812,957,347,75,10
KT22 0,921,381,127,21,2
KT22 7,1284,1038,473,168,23
KT22 8,1117,653,245,50,3
KT22 9,2104,1019,335,43,8
KT23 3,1125,665,301,70,10
KT23 4,1231,758,332,59,14
KT24 5,1326,546,134,17,0
KT24 6,1056,462,175,22,2
KT3  3,2323,1547,744,216,38
KT3  4,1036,549,188,34,6
KT3  5,1709,1284,616,128,9
KT3  6,1957,1258,584,105,8
KT4  7,2242,1334,536,82,8
KT4  8,3565,2433,1021,175,20
KT5  8,2277,1338,632,166,24
KT5  9,1754,1196,488,86,7
KT6  4,1786,1014,381,74,9
KT6  5,1727,833,329,73,5
KT6  6,1679,1086,389,91,10
KT6  7,1969,1211,639,142,9
KT7  0,2614,1010,373,63,3
KT8  0,632,275,84,21,7
KT8  1,1166,721,308,58,4
KT8  2,1403,1010,525,123,15
KT8  9,1201,549,178,24,1
KT9  1,1681,1243,611,124,14
KT9  2,2200,1586,709,155,15
L1   0,32,34,12,3,0
L1   1,23,52,29,12,1
L1   2,24,49,8,2,1
L1   3,37,69,16,3,0
L1   4,216,333,66,6,4
L1   5,475,525,238,80,15
L1   6,75,129,49,6,4
L1   7,105,92,82,27,2
L1   8,161,264,52,3,1
L1   9,137,171,36,23,3
L10  0,88,62,59,13,0
L10  1,194,183,162,68,8
L10  2,230,214,149,23,1
L10  3,191,179,77,20,0
L10  4,527,409,212,69,7
L10  6,232,208,195,36,3
L10  7,245,306,327,153,11
L10  8,342,314,193,29,0
L10  9,197,163,191,77,10
L11  0,160,193,220,104,8
L11  1,225,289,318,135,11
L11  2,379,547,583,246,19
L11  3,407,553,595,222,13
L11  4,405,320,314,164,6
L11  5,150,201,208,96,7
L11  6,103,134,187,66,7
L11  7,274,396,407,195,8
L11  8,197,277,313,105,5
L11  9,157,250,352,138,14
L12  0,1785,1110,650,161,8
L12  1,237,177,111,29,4
L12  2,167,158,98,24,4
L12  3,158,123,60,16,0
L12  4,517,375,309,135,5
L12  5,776,573,374,81,3
L12  6,272,274,361,156,10
L12  7,336,264,236,67,7
L12  8,427,328,214,60,6
L12  9,837,600,352,81,8
L13  0,141,190,206,70,3
L13  1,233,210,174,76,8
L13  2,386,431,460,208,22
L13  3,420,449,346,134,16
L13  4,392,415,423,179,15
L13  5,592,564,519,192,19
L13  6,489,456,341,109,4
L13  7,517,590,456,168,23
L13  8,420,470,396,156,26
L13  9,449,499,430,177,21
L14  0,472,548,569,220,18
L14  1,218,284,283,119,4
L14  2,298,285,257,115,4
L14  3,341,252,165,53,6
L14  4,178,217,238,98,5
L14  5,140,140,108,46,4
L14  6,412,358,266,55,1
L14  7,400,416,380,125,9
L14  8,167,314,377,181,7
L14  9,476,422,385,171,17
L15  0,543,444,325,136,13
L15  1,387,407,312,145,22
L15  2,343,302,177,81,10
L15  3,674,465,228,61,7
L15  4,691,557,479,185,12
L15  5,349,185,87,25,1
L15  6,478,314,152,20,1
L15  7,533,383,292,76,2
L15  8,738,519,400,150,14
L15  9,410,231,135,38,4
L16  0,185,104,25,3,0
L16  1,251,109,78,26,3
L16  2,449,336,180,37,0
L16  3,474,294,176,25,1
L16  4,155,106,66,10,0
L16  5,293,168,114,26,0
L16  6,224,134,82,19,1
L16  7,493,270,102,13,1
L16  8,238,95,47,9,0
L16  9,148,87,33,6,0
L17  0,898,552,402,104,9
L17  1,110,103,104,53,8
L17  2,317,186,89,37,7
L17  3,478,385,326,133,28
L17  4,370,256,153,71,8
L17  5,332,205,107,31,4
L17  6,581,267,124,22,0
L17  7,922,547,386,125,13
L17  8,791,560,330,154,25
L17  9,377,259,163,51,6
L18  0,240,112,42,12,1
L18  1,1353,696,324,75,11
L18  2,434,255,82,12,0
L18  3,700,411,157,11,2
L18  4,446,289,127,18,0
L18  5,510,307,192,39,4
L18  6,387,202,75,6,0
L18  7,554,380,212,54,5
L18  8,557,792,149,9,5
L18  9,651,462,260,90,9
L19  0,450,332,212,50,6
L19  1,515,365,264,94,5
L19  2,625,436,288,103,14
L19  3,680,327,165,29,1
L19  4,322,366,400,122,3
L19  5,224,206,216,73,7
L19  6,152,156,133,48,6
L19  7,247,141,92,11,1
L19  8,309,410,443,205,21
L19  9,612,401,200,39,2
L2   0,52,51,15,6,0
L2   2,53,48,8,1,0
L2   5,54,64,17,2,1
L20  0,335,418,383,171,14
L20  2,239,333,330,155,25
L20  3,264,378,433,178,14
L20  4,608,1004,1023,498,43
L20  5,401,376,325,126,8
L20  6,624,735,611,218,17
L20  7,200,275,268,178,25
L20  8,25,51,58,31,1
L20  9,857,803,669,235,9
L21  0,342,527,499,225,10
L21  1,452,498,490,205,22
L21  2,172,137,127,61,5
L21  3,49,80,81,35,4
L21  4,216,226,230,110,10
L21  5,318,252,171,42,0
L21  6,134,114,100,46,5
L21  7,433,471,459,130,8
L21  8,426,515,415,192,16
L21  9,758,641,547,119,6
L22  0,263,168,106,45,13
L22  1,140,130,93,47,5
L22  2,375,237,118,30,3
L22  3,200,147,103,21,1
L22  4,418,236,128,35,3
L22  5,173,192,175,107,9
L22  6,263,206,110,23,2
L22  7,229,171,120,37,5
L22  8,240,193,122,39,6
L22  9,229,178,129,44,2
L23  0,909,565,326,68,3
L23  1,250,316,307,81,9
L23  2,599,413,252,64,4
L23  3,458,335,214,41,1
L23  4,224,156,63,16,1
L23  5,488,291,157,46,2
L23  6,692,505,214,44,1
L23  7,671,383,153,24,1
L23  8,454,302,123,29,3
L23  9,883,773,563,166,13
L24  0,240,407,407,181,13
L24  1,81,142,173,64,14
L24  2,281,415,436,178,15
L24  3,291,374,413,172,18
L24  4,167,119,91,16,1
L24  5,154,144,85,9,1
L24  6,102,174,165,75,8
L24  7,167,253,263,102,15
L24  9,187,140,81,26,1
L25  0,548,439,280,58,3
L25  1,227,293,335,83,6
L25  2,375,465,544,214,11
L25  3,502,448,348,141,9
L25  4,555,425,234,28,0
L25  5,822,639,451,149,15
L25  6,401,210,84,16,0
L25  7,767,672,606,167,7
L25  8,678,551,401,77,13
L25  9,696,576,536,175,14
L26  0,315,315,239,86,3
L26  1,422,437,415,121,8
L26  3,44,39,33,8,0
L26  6,341,113,41,11,0
L26  7,978,546,234,57,3
L26  9,384,386,375,169,13
L27  0,51,44,35,17,0
L27  1,134,155,197,75,5
L27  4,19,33,44,15,0
L27  5,146,170,118,45,2
L27  6,78,124,168,71,5
L27  7,122,167,182,82,7
L27  8,80,136,160,83,5
L28  0,97,131,141,59,6
L28  1,120,176,250,108,8
L28  3,22,27,42,11,1
L28  4,117,174,221,105,4
L28  5,107,166,179,108,10
L28  6,34,76,78,23,3
L28  7,14,41,54,34,2
L28  8,39,77,73,29,5
L29  7,84,44,14,8,2
L3   0,270,70,30,6,2
L3   1,266,281,48,8,0
L3   2,272,381,133,51,4
L3   3,32,59,69,38,2
L3   4,1162,471,121,30,4
L3   5,192,304,147,51,5
L3   6,435,497,362,153,12
L3   8,195,265,237,105,8
L3   9,388,319,58,11,1
L30  0,229,287,335,85,10
L30  1,509,538,444,169,11
L30  2,328,412,449,200,14
L30  3,246,263,239,72,6
L30  5,335,408,456,156,12
L30  6,51,41,20,0,0
L30  7,469,338,278,73,1
L30  8,194,190,134,38,0
L30  9,110,123,133,42,3
L31  0,447,358,224,28,1
L31  1,717,527,273,52,0
L31  2,534,484,318,47,3
L31  3,251,225,157,15,0
L31  4,476,308,144,15,0
L31  5,633,472,304,42,3
L31  6,621,457,278,34,3
L31  7,543,410,229,34,2
L31  8,537,404,245,29,15
L31  9,759,583,314,27,2
L32  0,318,418,420,219,18
L32  1,227,181,132,33,4
L32  2,264,296,295,116,10
L32  3,117,163,187,74,12
L32  4,192,218,278,123,15
L32  5,86,81,91,55,13
L32  6,169,306,364,211,25
L32  7,157,281,300,131,14
L32  8,186,265,278,161,16
L32  9,343,404,385,139,13
L33  0,92,124,164,98,7
L33  1,536,578,498,267,27
L33  2,115,153,149,63,6
L33  4,784,387,212,68,1
L33  5,110,168,173,103,12
L33  6,104,179,194,91,12
L33  7,33,31,26,11,1
L33  8,121,168,148,66,10
L33  9,119,238,236,123,11
L34  0,321,318,305,88,6
L34  1,327,220,184,58,7
L34  2,595,482,261,58,2
L34  3,86,130,94,32,3
L34  4,73,62,16,7,0
L34  5,200,192,188,100,11
L34  6,349,273,218,50,4
L35  0,561,389,173,20,1
L35  1,271,193,106,13,0
L35  2,252,295,300,96,5
L35  3,1055,977,841,307,16
L35  4,527,417,246,35,4
L35  5,627,643,601,253,14
L35  6,305,167,82,15,1
L35  7,568,308,182,30,0
L35  8,510,404,307,45,0
L35  9,255,222,157,27,2
L36  0,537,557,564,204,9
L36  1,288,402,386,138,16
L36  2,590,632,612,257,21
L36  3,357,512,664,406,30
L36  4,1024,823,677,101,7
L36  5,709,573,392,85,5
L36  6,332,324,316,84,5
L36  7,410,491,465,202,12
L36  8,527,544,516,275,12
L36  9,231,216,162,28,0
L37  1,513,330,105,11,1
L37  2,1061,664,245,19,2
L37  3,990,718,379,62,2
L37  4,570,358,160,29,0
L37  5,42,29,19,3,0
L37  6,588,396,195,29,2
L37  7,812,473,177,17,1
L37  8,420,283,140,10,0
L38  0,116,81,46,5,0
L38  1,45,42,20,6,0
L38  3,73,37,13,3,0
L38  6,39,32,25,2,0
L38  9,272,185,56,5,0
L39  0,220,155,102,17,1
L39  1,879,690,407,100,6
L39  2,627,381,243,35,4
L39  3,628,454,253,37,4
L39  4,1198,768,352,44,5
L39  5,986,612,271,18,1
L39  6,430,290,156,14,0
L39  7,208,143,87,12,0
L39  8,282,177,88,10,0
L4   0,298,486,427,211,32
L4   1,302,449,496,281,22
L4   2,651,827,712,277,29
L4   3,412,540,445,223,19
L4   4,449,594,665,386,43
L4   5,830,917,865,373,41
L4   6,383,402,343,171,12
L4   7,452,484,421,196,14
L4   8,282,347,345,135,9
L4   9,477,755,770,327,20
L40  0,246,170,115,21,2
L40  1,401,268,140,11,2
L40  2,237,142,52,7,1
L40  3,286,138,65,13,0
L40  4,329,208,121,21,1
L40  5,565,332,182,31,1
L40  6,217,143,76,14,0
L40  7,871,625,342,84,6
L40  8,150,151,90,16,2
L40  9,237,183,105,13,1
L5   0,131,236,332,182,13
L5   1,29,74,101,49,5
L5   2,42,96,176,66,11
L5   3,192,259,301,186,16
L5   4,112,195,219,70,4
L5   5,76,116,161,98,8
L5   6,172,333,380,213,18
L5   7,133,192,191,129,13
L5   8,69,104,119,85,8
L5   9,156,151,120,57,7
L6   0,319,408,358,148,10
L6   1,190,320,230,103,14
L6   2,194,326,353,230,15
L6   3,204,375,394,196,33
L6   4,437,587,430,226,37
L6   5,238,418,470,231,35
L6   6,373,542,466,212,33
L6   7,68,120,98,87,20
L6   8,259,268,244,90,22
L6   9,131,149,216,109,13
L7   0,400,552,451,202,37
L7   1,22,41,41,21,1
L7   2,183,276,233,111,12
L7   3,254,317,285,125,13
L7   4,48,62,70,33,5
L7   5,90,152,218,93,11
L7   6,221,273,239,97,9
L7   7,205,296,137,58,12
L7   8,489,461,334,167,13
L7   9,35,52,42,17,2
L8   0,787,1087,1024,536,53
L8   1,162,189,159,74,8
L8   2,129,276,246,131,23
L8   3,456,531,330,174,40
L8   4,447,579,595,291,39
L8   5,215,263,271,143,14
L8   6,245,324,299,204,14
L8   7,887,1025,514,209,50
L8   8,394,612,595,313,35
L8   9,233,360,380,218,18
L9   0,662,568,384,135,12
L9   1,799,923,906,427,42
L9   2,398,383,255,82,15
L9   3,480,340,220,86,5
L9   4,128,134,103,31,4
L9   6,493,470,463,220,18
L9   7,154,120,62,21,4
L9   8,764,592,429,116,14
L9   9,824,677,466,158,18
LA1  1,1120,832,385,119,11
LA1  2,1831,1482,1072,371,35
LA1  3,2031,1046,718,215,21
LA1  4,2735,1558,777,200,11
LA1  5,1919,1155,673,201,19
LA10 5,780,588,257,40,3
LA11 6,897,633,228,45,3
LA11 7,1260,1043,397,65,6
LA12 0,1328,841,430,98,4
LA12 7,1062,719,302,69,4
LA12 8,570,374,159,27,2
LA12 9,1392,1058,589,127,4
LA13 0,1817,1133,633,150,5
LA13 9,1607,1312,1026,331,27
LA14 1,412,528,492,281,43
LA14 2,887,1109,990,529,105
LA14 3,1813,1523,1198,304,22
LA14 4,1064,1014,707,209,15
LA14 5,1993,1446,1041,367,42
LA15 8,1498,1043,695,182,18
LA16 7,606,453,300,62,6
LA17 7,244,187,91,8,0
LA18 4,845,773,567,121,7
LA18 5,556,492,295,72,5
LA19 5,183,142,88,14,0
LA2  0,845,479,197,33,4
LA2  6,1201,787,308,34,2
LA2  7,639,451,224,50,2
LA2  8,780,468,188,14,0
LA2  9,984,607,299,39,0
LA20 6,286,151,80,8,1
LA21 8,173,159,77,9,1
LA22 0,472,414,147,18,1
LA22 9,564,429,149,30,1
LA23 1,551,476,182,53,2
LA23 2,808,586,309,58,3
LA23 3,542,350,115,27,3
LA3  1,1235,1282,889,322,72
LA3  2,1884,1446,820,210,14
LA3  3,1104,835,447,102,12
LA4  4,1289,1434,1086,354,39
LA4  5,1372,1278,1020,381,51
LA4  6,1578,1391,832,123,6
LA5  0,954,612,230,42,0
LA5  8,909,626,244,32,1
LA5  9,1733,1156,627,157,10
LA6  1,1198,749,272,35,1
LA6  2,1027,579,224,27,1
LA6  3,607,489,217,44,2
LA7  7,1151,799,291,39,3
LA8  0,691,396,126,21,1
LA8  8,652,411,136,18,2
LA8  9,763,468,198,31,0
LA9  4,964,690,383,98,16
LA9  5,1868,1353,693,145,12
LA9  6,1443,971,537,105,9
LA9  7,2218,1432,630,104,10
LE1  1,279,570,178,49,21
LE1  2,168,446,522,241,48
LE1  3,103,176,92,27,2
LE1  4,126,167,83,17,4
LE1  5,194,302,131,55,6
LE1  6,369,621,254,102,31
LE1  7,82,108,40,17,4
LE10 0,4066,2835,1564,366,26
LE10 1,2282,1441,722,148,6
LE10 2,3016,2018,1166,179,14
LE10 3,463,323,164,18,0
LE11 1,1584,1371,962,391,30
LE11 2,2802,1724,869,184,20
LE11 3,2363,1266,452,80,7
LE11 4,1739,1365,760,140,9
LE11 5,1983,1319,735,182,22
LE12 5,1647,844,368,61,4
LE12 6,2059,1167,480,57,3
LE12 7,3615,2152,1041,198,16
LE12 8,3313,1665,728,147,9
LE12 9,3096,1989,1038,209,25
LE13 0,2920,2159,1062,227,19
LE13 1,2512,1679,871,148,16
LE14 2,1107,581,223,25,1
LE14 3,1455,904,409,61,6
LE14 4,1426,762,330,47,4
LE15 6,2338,1516,701,131,4
LE15 7,1657,934,358,47,2
LE15 8,1462,767,284,49,2
LE15 9,1430,837,319,69,3
LE16 7,2523,1329,645,98,11
LE16 8,2458,1335,557,74,9
LE16 9,2654,1741,908,172,12
LE17 4,2183,1422,702,109,6
LE17 5,1399,763,264,29,3
LE17 6,893,468,170,36,3
LE18 1,1345,1091,614,86,5
LE18 2,1325,1234,786,177,14
LE18 3,1746,1105,505,70,5
LE18 4,1304,1146,694,158,19
LE19 2,1321,771,372,56,4
LE19 3,1099,563,192,18,3
LE19 4,853,578,283,64,3
LE2  0,838,1465,1379,610,102
LE2  1,2150,1508,955,285,50
LE2  2,1170,755,316,55,10
LE2  3,2649,1371,478,101,10
LE2  4,2276,1354,565,70,2
LE2  5,1471,1213,651,108,8
LE2  6,1837,1832,1318,510,51
LE2  7,1321,1213,581,190,22
LE2  8,1988,1624,936,217,13
LE2  9,2251,2104,1596,470,29
LE3  0,2128,1587,809,195,37
LE3  1,1495,1947,1679,729,77
LE3  2,2492,2045,1122,247,16
LE3  3,2927,1605,694,107,1
LE3  5,967,1097,634,258,32
LE3  6,2096,1750,1220,414,47
LE3  8,2004,1487,760,104,14
LE3  9,2099,2262,1507,491,44
LE4  0,1895,2056,1496,452,67
LE4  1,726,667,424,128,17
LE4  2,1165,1385,1117,421,58
LE4  3,1151,679,316,31,1
LE4  4,1256,913,501,74,1
LE4  5,745,1016,972,400,76
LE4  6,1061,1741,1645,570,52
LE4  7,1132,1437,1202,302,31
LE4  8,1432,1417,905,178,12
LE4  9,969,1099,776,211,27
LE5  0,734,969,781,328,37
LE5  1,2482,1969,1263,343,34
LE5  2,1210,1443,1159,344,33
LE5  3,569,974,947,346,63
LE5  4,1232,1686,1360,469,49
LE5  5,1413,1754,1271,387,44
LE5  6,1162,1175,722,147,15
LE6  0,2614,1587,757,85,6
LE65 1,1448,763,324,48,5
LE65 2,1535,1003,610,133,6
LE67 1,1118,653,351,71,3
LE67 2,1556,940,568,98,4
LE67 3,1526,1204,799,210,17
LE67 4,1797,1337,911,206,16
LE67 5,1623,1189,755,107,5
LE67 6,1043,746,606,88,2
LE67 8,1149,792,437,95,3
LE67 9,1236,854,504,66,2
LE7  1,1174,787,463,70,8
LE7  2,1344,905,565,81,8
LE7  3,1098,692,361,40,1
LE7  4,900,463,174,24,0
LE7  7,2723,1681,752,142,8
LE7  9,2207,1335,537,58,1
LE8  0,1496,785,323,40,1
LE8  4,1166,928,522,68,3
LE8  5,1530,917,417,48,2
LE8  6,1493,816,384,47,6
